1280,0
1280,0
1280,67
1280,76
1280,43
1280,66
1280,59
1280,59
1280,36
1280,0
1280,132
1280,151
1280,98
1280,73
1280,82
1280,131
1280,122
1280,124
1280,211
1280,257
1280,281
1280,266
1280,241
1280,230
1280,294
1280,26
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,445
1280,614
1280,451
1280,19
1280,0
1280,0
1280,720
1280,720
1280,476
1280,0
1280,0
1280,0
1280,0
1280,121
1280,79
1280,78
1280,47
1280,2
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,75
1270,104
1273,91
1280,38
1280,12
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,675
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,289
1280,346
1280,559
1280,574
1280,536
1280,578
1280,720
1280,472
1280,465
1280,448
1280,483
1280,495
1280,476
1280,446
1280,351
1280,296
1280,266
1239,350
1222,720
1218,720
1222,720
1227,720
1229,720
906,720
927,720
945,720
1145,720
1229,720
1280,720
1280,704
1280,623
1280,586
1072,489
1018,462
996,414
997,413
1006,422
1009,432
1039,446
1040,452
1051,465
1057,463
1065,459
1280,517
1280,411
1280,270
1280,272
1280,354
1280,189
1280,0
1280,0
1280,0
1280,0
1280,0
738,334
737,337
742,338
996,235
1280,471
1280,379
1280,371
1280,370
1280,372
1280,351
1280,383
902,250
642,402
645,412
648,413
658,404
662,400
676,387
684,378
727,354
744,345
1070,187
1280,164
1280,122
1280,82
1280,84
1280,95
596,403
589,416
607,411
629,412
285,346
70,0
3,0
17,0
7,0
11,0
21,0
31,0
0,0
0,0
0,0
0,0
0,0
0,0
9,0
757,337
1280,171
1280,157
1280,164
1280,171
1280,213
1280,254
1280,236
1280,206
1280,165
1280,164
1280,121
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
630,720
754,720
940,720
1022,720
1074,720
1097,720
1124,720
1140,720
1144,720
1102,720
1003,720
1024,720
1091,720
1159,720
1204,720
1188,720
1244,720
1280,720
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,720
1280,720
1280,720
1280,662
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1280,0
1048,720
1280,720
1280,720
1279,720
1280,720
1280,720
1203,720
1280,481
1280,626
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
589,720
1280,64
1280,720
1280,720
1280,720
1280,720
1280,720
659,609
1280,0
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,720
1280,126
1280,0
1280,0
1280,0
1280,0
